Drug A,Drug B,Cell Line Name,Score
Dasatinib,geldanamycin,PA1,2.667044757168528
Lapatinib,Erlotinib,CAOV3,4.54734483862441
Sunitinib,geldanamycin,OV90,-25.0659802428987
Lapatinib,geldanamycin,SKMEL30,3.6035536346157695
Lapatinib,Dasatinib,SKMES1,12.566471603210276
Vorinostat,Erlotinib,MDAMB436,4.25311060075082
metformin,Sunitinib,SW837,-71.7765711158932
Sunitinib,Dasatinib,OVCAR3,-2.23616712442702
vinblastine,Lapatinib,PA1,0.1652887870268324
paclitaxel,Dasatinib,HT29,6.020551076354931
vinblastine,geldanamycin,SKMEL30,-13.5091075877696
metformin,Lapatinib,PA1,-74.9399761386801
paclitaxel,Vorinostat,RKO,3.987299411465438
geldanamycin,Sorafenib,SW-620,-0.8984319813221007
paclitaxel,Lapatinib,OV90,0.7709161631446207
paclitaxel,Sunitinib,NCIH520,3.3696784995100426
dexamethasone,Sunitinib,CAOV3,4.052279150357491
Lapatinib,Dasatinib,NCIH2122,-17.190033530139498
metformin,Sunitinib,SW-620,-43.929359067237
dexamethasone,Dasatinib,SW837,-12.909633143366396
paclitaxel,Erlotinib,HCT116,-4.639593570653838
Lapatinib,geldanamycin,PA1,4.304204520484877
Sunitinib,Lapatinib,A427,12.0378145652987
Erlotinib,Sorafenib,A2058,-2.25262466719878
metformin,Lapatinib,HT144,-36.8822022827233
Sunitinib,Erlotinib,PA1,8.656689402528613
vinblastine,Lapatinib,A2780,-11.299328727708405
Vorinostat,Lapatinib,RPMI7951,-0.3170472839931941
paclitaxel,geldanamycin,SKMES1,2.858782897786812
dexamethasone,Vorinostat,A375,-35.3994683825842
dexamethasone,Dasatinib,NCI-H460,-5.159519294761907
metformin,geldanamycin,A427,-4.752960817423343
paclitaxel,Vorinostat,SW837,4.071661498679735
dexamethasone,Erlotinib,NCIH1650,4.7680640763497
paclitaxel,Vorinostat,MDAMB436,2.28163515100639
Lapatinib,geldanamycin,UWB1289,-4.081394009803599
paclitaxel,Lapatinib,A375,-11.9965988914421
Erlotinib,Sorafenib,NCIH1650,14.3436638764016
metformin,geldanamycin,SKMEL30,-27.8178569354009
Vorinostat,Erlotinib,SW-620,-5.19085420781142
dexamethasone,geldanamycin,HCT116,-15.5157954828953
geldanamycin,Sorafenib,LOVO,-10.288292260688207
metformin,Erlotinib,SK-OV-3,-60.49569009623433
dexamethasone,Lapatinib,NCIH2122,8.19307228691883
dexamethasone,geldanamycin,LOVO,-10.249148139079496
metformin,Sorafenib,RKO,-44.7886924625105
metformin,geldanamycin,NCIH520,-17.2817979072755
dexamethasone,Vorinostat,SKMES1,-8.237956686764985
Lapatinib,geldanamycin,OV90,2.578081311550471
paclitaxel,Lapatinib,HCT116,4.780848076735348
paclitaxel,Lapatinib,NCIH1650,3.12612254618191
vinblastine,geldanamycin,PA1,-12.41068356063
Vorinostat,Sorafenib,HCT116,-1.073248118887358
metformin,Sunitinib,HCT116,-58.24412469223692
dexamethasone,Erlotinib,NCI-H460,-13.950148061363093
paclitaxel,geldanamycin,OV90,4.219145585451182
metformin,geldanamycin,NCIH1650,-38.6438610292767
Sunitinib,Sorafenib,RKO,-7.378812419643663
vinblastine,Dasatinib,NCIH520,-7.042636248773623
Vorinostat,Erlotinib,NCIH520,8.2142562177934
dexamethasone,Sorafenib,HT144,-17.4841411730512
metformin,Sorafenib,A2780,-25.2381267145584
vinblastine,Sorafenib,A427,4.841793570156368
Sunitinib,Lapatinib,HT144,17.1612744381531
vinblastine,Sorafenib,UACC62,5.265272900492549
vinblastine,Dasatinib,A2058,-8.677497573270493
paclitaxel,Sunitinib,NCIH2122,-17.0314498829154
Lapatinib,Erlotinib,UWB1289,5.162821279449693
Erlotinib,geldanamycin,OV90,0.4423212163888063
Vorinostat,Dasatinib,OV90,1.0590749185315824
geldanamycin,Sorafenib,T-47D,9.0758909366509
paclitaxel,Dasatinib,SK-OV-3,8.754663680824095
dexamethasone,Erlotinib,A2058,-41.1395198834054
Dasatinib,Sorafenib,T-47D,5.893700156574014
Vorinostat,geldanamycin,CAOV3,-3.34531377329845
Vorinostat,Lapatinib,NCIH520,-1.2293411329062325
paclitaxel,Vorinostat,CAOV3,-13.861300672159
Lapatinib,Erlotinib,A427,2.8513084033656
vinblastine,Sunitinib,A2058,2.63157412115867
Lapatinib,Sorafenib,PA1,2.4659746492236927
vinblastine,Sunitinib,A2780,6.430237727930085
Sunitinib,geldanamycin,CAOV3,7.184930267876617
geldanamycin,Sorafenib,SKMEL30,-1.207429910073891
vinblastine,Dasatinib,CAOV3,0.6771989561182002
Vorinostat,Erlotinib,UACC62,8.143116180793372
dexamethasone,Lapatinib,NCIH23,-15.4814292943448
Erlotinib,Sorafenib,UWB1289,8.474782023793379
metformin,Vorinostat,NCI-H460,-10.8237586662752
Dasatinib,geldanamycin,SK-OV-3,3.181253849239128
metformin,geldanamycin,PA1,-89.04756219223692
vinblastine,Vorinostat,HCT116,-4.96580172718434
Sunitinib,Dasatinib,UWB1289,1.5259403537211615
metformin,Sorafenib,MDAMB436,-52.7336020518746
Sunitinib,Dasatinib,RKO,19.33685959748449
Dasatinib,Sorafenib,SW-620,11.923948375295712
metformin,Vorinostat,LOVO,-35.0272315856836
paclitaxel,Erlotinib,OCUBM,2.8274240704709
metformin,Erlotinib,HT144,-33.1832620874725
Lapatinib,Sorafenib,OV90,6.457932781589695
metformin,Lapatinib,A375,-1.67197513843126
paclitaxel,Vorinostat,SK-OV-3,5.978124919049687
Erlotinib,geldanamycin,RKO,-5.36204355968609
paclitaxel,geldanamycin,HT29,-2.924593214648255
Vorinostat,Lapatinib,OV90,2.79124989437018
Erlotinib,Dasatinib,A427,16.899113604615202
paclitaxel,Sunitinib,SKMES1,0.555665600488549
