Drug A,Drug B,Cell Line Name,Score
vinblastine,geldanamycin,A2780,1.418014053180695
vinblastine,Sunitinib,LOVO,1.675381804264854
Lapatinib,Sorafenib,A427,4.96190002222477
Vorinostat,Dasatinib,SW837,7.383552345763623
vinblastine,Sorafenib,SK-OV-3,12.5056328567953
dexamethasone,Dasatinib,SW-620,2.51340467963473
dexamethasone,Dasatinib,SKMES1,-8.700462669667385
metformin,Erlotinib,LOVO,-35.8165916579592
paclitaxel,Sorafenib,NCIH2122,-7.283890318199592
dexamethasone,Dasatinib,OCUBM,-18.5277286275242
Erlotinib,Sorafenib,RPMI7951,-10.626155896203898
vinblastine,Erlotinib,A2780,6.00089213826483
dexamethasone,Lapatinib,SW-620,0.2404076931068699
Vorinostat,Sorafenib,VCAP,0.4443344011282492
metformin,Erlotinib,NCIH1650,-23.227454082363305
Lapatinib,Erlotinib,SKMEL30,-3.31847606547329
Dasatinib,geldanamycin,OV90,2.24572304437811
metformin,geldanamycin,HT29,-22.9610154952969
geldanamycin,Sorafenib,A2058,8.652061852316729
vinblastine,Dasatinib,NCIH2122,-91.8886792382854
Lapatinib,geldanamycin,NCI-H460,5.391699208755202
Erlotinib,Sorafenib,SKMEL30,0.7364260970712593
paclitaxel,Erlotinib,A427,-1.3944922949507652
Sunitinib,Erlotinib,A2780,10.480393919522983
Vorinostat,Sunitinib,UWB1289,6.120538767403939
paclitaxel,Sorafenib,SW-620,1.9007667723773176
dexamethasone,Erlotinib,RKO,-9.06573754635488
Lapatinib,Erlotinib,A375,-9.231606713935047
paclitaxel,geldanamycin,A2058,-1.6307504375632549
Sunitinib,Erlotinib,SK-OV-3,8.35813394800668
Erlotinib,Sorafenib,SW837,-3.01321716593974
vinblastine,Vorinostat,LOVO,-2.43808381047612
Erlotinib,geldanamycin,HT29,0.7942566624333496
paclitaxel,Erlotinib,SW-620,-3.134999611446543
metformin,Dasatinib,SK-OV-3,-16.1535771788668
Lapatinib,geldanamycin,HT29,0.8105828534072201
metformin,Vorinostat,OV90,-4.853312003098937
paclitaxel,Vorinostat,A2058,-7.071587649042333
dexamethasone,geldanamycin,UWB1289,-44.2857422252861
paclitaxel,Sunitinib,A2058,0.7445982178878973
Erlotinib,geldanamycin,T-47D,4.065326821312747
vinblastine,Dasatinib,T-47D,-6.929951553081727
paclitaxel,Sorafenib,SKMES1,-0.1639564470097907
Sunitinib,Erlotinib,SW837,6.001532732018722
dexamethasone,Sunitinib,VCAP,-12.0847368637308
vinblastine,Dasatinib,SKMEL30,-58.5527340809363
Lapatinib,Dasatinib,A2780,22.7414116448382
Lapatinib,Erlotinib,A2058,4.128157012788561
Vorinostat,Sorafenib,A2058,-3.9552380984537248
Lapatinib,Erlotinib,OV90,7.588764503474316
vinblastine,Erlotinib,OCUBM,18.2642273209106
vinblastine,Sorafenib,SW837,3.0307168501552093
metformin,Erlotinib,A427,-28.0249952668106
vinblastine,Sunitinib,UWB1289,0.8319171014720902
metformin,Dasatinib,RKO,-30.3377383335249
Dasatinib,geldanamycin,NCIH1650,9.62907409316032
paclitaxel,Dasatinib,UWB1289,4.774357664359128
Vorinostat,geldanamycin,SW837,0.300408103033295
Erlotinib,Dasatinib,SW-620,11.579228393987275
Erlotinib,Dasatinib,OCUBM,1.7387039934851498
Lapatinib,Sorafenib,A2780,2.11900133622217
Vorinostat,Sorafenib,CAOV3,6.92534745147092
dexamethasone,Vorinostat,RPMI7951,-42.4099588259267
Vorinostat,Dasatinib,OCUBM,-0.5284321769112605
dexamethasone,Dasatinib,A2058,-11.113180908425988
Erlotinib,Dasatinib,UWB1289,12.5580583918003
Dasatinib,Sorafenib,MDAMB436,-2.60072537807549
paclitaxel,Vorinostat,VCAP,3.27100049685324
Erlotinib,Dasatinib,VCAP,4.020569536845237
Erlotinib,geldanamycin,NCI-H460,4.49418879319923
dexamethasone,Vorinostat,UACC62,-35.1709788883515
metformin,Vorinostat,SKMES1,-42.936846127142296
Sunitinib,Sorafenib,T-47D,13.71198107208239
Lapatinib,geldanamycin,CAOV3,8.45389840526827
Erlotinib,geldanamycin,NCIH2122,3.08443697315444
dexamethasone,Sorafenib,SW837,-13.4089268865456
metformin,geldanamycin,SW837,-23.8934551543691
Sunitinib,Lapatinib,SKMES1,8.07102955700163
metformin,Lapatinib,SK-OV-3,-12.955988512618
Sunitinib,Lapatinib,RKO,3.73205068567752
vinblastine,Lapatinib,NCIH1650,-9.72499716390718
dexamethasone,Sorafenib,A427,-8.65496498210776
paclitaxel,Erlotinib,NCIH2122,-1.94666134980912
Sunitinib,Erlotinib,RPMI7951,-4.349210006555943
Vorinostat,Sunitinib,MDAMB436,0.2886204877907422
paclitaxel,Dasatinib,RKO,4.452168509343501
paclitaxel,Vorinostat,HCT116,-1.593720937577549
vinblastine,Erlotinib,VCAP,16.694612728237402
paclitaxel,Dasatinib,SKMEL30,-26.6651088566214
dexamethasone,Lapatinib,CAOV3,14.6352674345898
Sunitinib,Sorafenib,A2780,-1.059512617215007
