Drug A,Drug B,Cell Line Name,Score
vinblastine,Vorinostat,OV90,-2.149900469098629
paclitaxel,Lapatinib,RPMI7951,-13.2494383747796
paclitaxel,geldanamycin,SKMEL30,-2.390619984667185
paclitaxel,Vorinostat,OCUBM,5.50221601830175
metformin,Lapatinib,HT144,-36.8822022827233
paclitaxel,Lapatinib,NCIH23,-4.20883890972707
Vorinostat,Sorafenib,NCIH520,0.2016574678685985
Sunitinib,Erlotinib,HT29,13.644333664082708
Lapatinib,Dasatinib,MDAMB436,3.11049964318654
paclitaxel,Vorinostat,VCAP,3.27100049685324
vinblastine,Sunitinib,UWB1289,0.8319171014720902
Vorinostat,Lapatinib,SKMEL30,-1.79502295092813
dexamethasone,Erlotinib,CAOV3,7.418770080750715
Sunitinib,Lapatinib,NCIH23,-0.3550158381598589
vinblastine,geldanamycin,UWB1289,1.8368511005450223
vinblastine,Dasatinib,A375,-1.876637029070265
vinblastine,Lapatinib,SW837,8.70853787657841
Erlotinib,geldanamycin,NCIH2122,3.08443697315444
Vorinostat,Sorafenib,SKMEL30,-0.6472060937938101
metformin,Erlotinib,NCIH23,-14.1813773041305
dexamethasone,Sunitinib,OV90,4.82455755953161
Erlotinib,Dasatinib,A2780,9.30630078585379
vinblastine,geldanamycin,A2058,-0.5413656534735456
metformin,Erlotinib,HT144,-33.1832620874725
Dasatinib,geldanamycin,UWB1289,-5.94174589421185
vinblastine,Erlotinib,VCAP,16.694612728237402
vinblastine,Dasatinib,SW837,5.29419053806362
Vorinostat,Dasatinib,SK-OV-3,-2.1147225087047508
paclitaxel,Erlotinib,RKO,-2.6871577689602653
Sunitinib,Erlotinib,SW837,6.001532732018722
vinblastine,Sorafenib,A375,8.398744223780918
metformin,Vorinostat,SK-OV-3,-49.8653288018085
Erlotinib,Dasatinib,SKMES1,11.10272802991041
vinblastine,Dasatinib,VCAP,1.6646916021852596
Sunitinib,Lapatinib,SKMEL30,6.429854346358795
metformin,Sorafenib,HT29,-37.4061766871973
paclitaxel,Sorafenib,UACC62,-0.89184437235696
Dasatinib,Sorafenib,RKO,4.179707781567577
dexamethasone,Sorafenib,OVCAR3,0.2594141505344826
Sunitinib,Dasatinib,VCAP,13.015759276594096
Lapatinib,Dasatinib,NCI-H460,-2.6053130644292946
vinblastine,Sorafenib,VCAP,1.2287673509824204
Dasatinib,geldanamycin,A2780,-3.15562863494722
Sunitinib,Lapatinib,VCAP,13.309934514349203
Vorinostat,geldanamycin,A427,-9.601847091024196
Vorinostat,Erlotinib,A427,1.7706121017107803
dexamethasone,Erlotinib,SKMEL30,-31.515616413872173
metformin,Lapatinib,NCIH23,-2.8472026300298463
vinblastine,Dasatinib,HT29,-6.9648772325347394
metformin,Vorinostat,RPMI7951,-22.42608065327665
Sunitinib,Lapatinib,MDAMB436,1.166748445159433
Sunitinib,Sorafenib,NCI-H460,-0.1777753404752198
metformin,Lapatinib,RKO,-78.7451798053926
Lapatinib,Dasatinib,T-47D,7.06032809637297
Vorinostat,geldanamycin,SK-OV-3,2.332279780348585
metformin,Sunitinib,A2058,-30.89708550466269
Erlotinib,geldanamycin,PA1,1.4803529144374856
vinblastine,Lapatinib,RPMI7951,-2.93911844531118
Sunitinib,geldanamycin,CAOV3,7.184930267876617
Erlotinib,Sorafenib,A2058,-2.25262466719878
Dasatinib,geldanamycin,VCAP,-0.8981307679622897
vinblastine,Vorinostat,OVCAR3,-1.289264920121349
paclitaxel,Lapatinib,UWB1289,1.1615369027166365
Vorinostat,Sorafenib,SK-OV-3,-2.40000424902785
metformin,Erlotinib,SKMES1,-18.5891767455387
Sunitinib,geldanamycin,OV90,-25.0659802428987
paclitaxel,Lapatinib,NCIH2122,-2.289513933263135
paclitaxel,Lapatinib,A2058,-15.2234416939723
paclitaxel,Erlotinib,SKMEL30,-0.1240821746904601
geldanamycin,Sorafenib,NCIH1650,-7.75971004909346
Sunitinib,geldanamycin,A2780,4.67424026120176
paclitaxel,Dasatinib,UWB1289,4.774357664359128
vinblastine,geldanamycin,OVCAR3,-11.8973420493851
paclitaxel,Dasatinib,NCI-H460,-39.0956747424042
vinblastine,geldanamycin,A2780,1.418014053180695
paclitaxel,geldanamycin,SK-OV-3,2.3166834950764685
metformin,Erlotinib,SKMEL30,-90.3299705619704
vinblastine,Lapatinib,CAOV3,4.71112087372323
vinblastine,Erlotinib,T-47D,2.264898495983479
vinblastine,Dasatinib,HCT116,-76.9668504799361
Vorinostat,geldanamycin,A2780,0.2570808252882703
dexamethasone,geldanamycin,OV90,-11.219410776078313
paclitaxel,Erlotinib,HCT116,-4.639593570653838
metformin,Erlotinib,NCIH1650,-23.227454082363305
metformin,geldanamycin,VCAP,-60.92137282626391
paclitaxel,Dasatinib,A2780,0.1119561526876595
Vorinostat,geldanamycin,OCUBM,-6.50906463316165
Sunitinib,Sorafenib,SW-620,-2.67676896274171
metformin,Vorinostat,SKMES1,-42.936846127142296
Erlotinib,Dasatinib,HT29,9.2088386022025
Lapatinib,Erlotinib,RKO,-6.32558602127377
dexamethasone,geldanamycin,PA1,3.126169348435272
Vorinostat,Dasatinib,PA1,-0.6581754288220045
paclitaxel,Lapatinib,NCI-H460,-30.8171784242839
metformin,geldanamycin,NCIH2122,-12.0320822507053
Erlotinib,Dasatinib,A427,16.899113604615202
Lapatinib,Dasatinib,PA1,8.933703319425492
Erlotinib,Dasatinib,UWB1289,12.5580583918003
dexamethasone,Sunitinib,LOVO,-8.39479061793487
Vorinostat,Dasatinib,RPMI7951,0.2047767843086013
vinblastine,Erlotinib,A375,7.909526276907584
Lapatinib,Erlotinib,OV90,7.588764503474316
Vorinostat,Sunitinib,OCUBM,-1.8239337240231768
paclitaxel,Erlotinib,SKMES1,2.42002639701588
paclitaxel,geldanamycin,SW837,-1.7174251595272625
Sunitinib,Dasatinib,NCIH2122,-3.802611775309477
dexamethasone,geldanamycin,T-47D,-3.2855896341823474
dexamethasone,Sunitinib,RKO,-27.6920167541674
Lapatinib,Sorafenib,OV90,6.457932781589695
paclitaxel,geldanamycin,T-47D,-17.6830733389949
geldanamycin,Sorafenib,OCUBM,6.9472187772133225
vinblastine,Sunitinib,SW-620,1.675245639565673
metformin,Erlotinib,PA1,-44.6057608529879
vinblastine,Vorinostat,A2058,-7.726553411266567
vinblastine,geldanamycin,RPMI7951,0.4076170529080399
Vorinostat,Dasatinib,OV90,1.0590749185315824
metformin,Vorinostat,NCIH23,-6.613686761665703
dexamethasone,Dasatinib,RKO,-11.9784507557909
Sunitinib,Sorafenib,OCUBM,1.0966146270020711
metformin,Vorinostat,SW837,-47.9875704511971
dexamethasone,Lapatinib,OVCAR3,-4.214346026907057
vinblastine,Erlotinib,SKMEL30,7.73570234615748
Dasatinib,Sorafenib,SW837,-0.5663484394051013
paclitaxel,Vorinostat,SKMEL30,-0.1058882282985149
Sunitinib,Erlotinib,HCT116,0.31232235517322
dexamethasone,Sorafenib,HCT116,-15.902118442879
paclitaxel,Erlotinib,NCI-H460,10.349523074958825
Vorinostat,Dasatinib,NCIH520,-4.029904705212941
paclitaxel,Erlotinib,T-47D,0.1235817830644999
Lapatinib,geldanamycin,T-47D,-2.3458288386735573
Lapatinib,geldanamycin,HCT116,-4.739766082030863
metformin,Lapatinib,SW-620,-1.511416195100045
Vorinostat,geldanamycin,SKMEL30,-6.376202369524528
Lapatinib,Sorafenib,VCAP,7.92708077877978
dexamethasone,Lapatinib,T-47D,-19.100904418149
dexamethasone,Dasatinib,NCIH2122,20.7428439693387
metformin,Vorinostat,MDAMB436,-42.6579269422049
metformin,Sorafenib,NCIH2122,-18.23432595343749
dexamethasone,geldanamycin,NCIH23,-30.167243616457
Vorinostat,Dasatinib,SKMEL30,-14.885807229381896
paclitaxel,Dasatinib,SK-OV-3,8.754663680824095
Vorinostat,Lapatinib,OV90,2.79124989437018
dexamethasone,Vorinostat,SKMES1,-8.237956686764985
dexamethasone,Sorafenib,MDAMB436,-8.798237091769485
Vorinostat,Sorafenib,OVCAR3,-8.044482691931467
Dasatinib,Sorafenib,NCIH23,8.243548509216069
metformin,Vorinostat,A427,-21.7936206120663
dexamethasone,Sunitinib,A375,-12.7137936794919
metformin,geldanamycin,NCI-H460,-2.4461467814868523
Vorinostat,geldanamycin,NCI-H460,-11.30813578108209
dexamethasone,Erlotinib,HT29,-18.1070051290659
Vorinostat,Sunitinib,SKMEL30,-7.08434802004719
metformin,geldanamycin,HCT116,-56.3663437951974
Erlotinib,Dasatinib,A375,0.5394390329931549
metformin,Sunitinib,NCIH1650,-51.402683514636095
geldanamycin,Sorafenib,NCI-H460,-0.0379657812584102
vinblastine,Lapatinib,OVCAR3,-11.607028837624
Lapatinib,Sorafenib,NCIH2122,-3.2142130797467816
Dasatinib,Sorafenib,NCI-H460,2.745769909533195
Sunitinib,geldanamycin,VCAP,2.60625970962018
vinblastine,Erlotinib,NCIH520,0.2877587512502297
Vorinostat,Sorafenib,MDAMB436,-6.426376983867103
Lapatinib,Erlotinib,PA1,10.898098675545494
paclitaxel,Sunitinib,OCUBM,-11.7962452523223
vinblastine,Sorafenib,OV90,0.4685622181175212
Sunitinib,Sorafenib,SK-OV-3,-7.789052707582185
dexamethasone,Dasatinib,HT144,1.6729502580778592
Vorinostat,Sunitinib,A2058,1.289294757415069
vinblastine,Erlotinib,SKMES1,1.8601156760560384
dexamethasone,geldanamycin,MDAMB436,-26.2706781913698
paclitaxel,geldanamycin,A2780,-1.19024715514191
Erlotinib,Sorafenib,NCIH23,-1.93656353174353
dexamethasone,Sorafenib,PA1,-12.3781694316975
Vorinostat,Sorafenib,HT29,-5.3185412482723295
