Drug A,Drug B,Cell Line Name,Score
vinblastine,Sorafenib,UWB1289,5.034618319433818
paclitaxel,Sunitinib,A375,8.149714042401495
Sunitinib,Erlotinib,UACC62,11.555346181601609
geldanamycin,Sorafenib,HT144,2.4288820651169605
Erlotinib,geldanamycin,RKO,-5.36204355968609
Dasatinib,geldanamycin,OVCAR3,0.5211206139658471
vinblastine,Sunitinib,SKMEL30,-3.119647295186995
paclitaxel,Erlotinib,HT144,5.45103123545738
vinblastine,Dasatinib,PA1,-0.1091636509260827
dexamethasone,Dasatinib,SW-620,2.51340467963473
metformin,Dasatinib,CAOV3,-9.979741434164584
metformin,Vorinostat,NCIH1650,-18.5255095356289
paclitaxel,Dasatinib,NCIH2122,-44.9949251983702
paclitaxel,Dasatinib,UACC62,-7.69948364751984
Erlotinib,geldanamycin,A427,0.7652624054000594
Vorinostat,geldanamycin,NCIH520,-4.764629840066975
Sunitinib,Erlotinib,OVCAR3,-0.9529303605806088
paclitaxel,Lapatinib,SW-620,-34.8552692363716
Vorinostat,Erlotinib,HCT116,-1.130678948105339
vinblastine,Lapatinib,SKMEL30,-17.4030551064212
dexamethasone,Lapatinib,UACC62,-12.7386491421071
paclitaxel,Dasatinib,SW837,3.6053774296538297
dexamethasone,Vorinostat,HT29,-35.4604736838065
metformin,Dasatinib,NCI-H460,-0.670930828719279
Sunitinib,Erlotinib,SKMEL30,1.83593808226401
vinblastine,Vorinostat,NCIH2122,2.35160533891099
paclitaxel,Sorafenib,RKO,-1.0680791130593923
Sunitinib,Dasatinib,HT29,24.5800902168924
dexamethasone,Sorafenib,HT144,-17.4841411730512
geldanamycin,Sorafenib,SW837,-3.36903782007548
Dasatinib,geldanamycin,PA1,2.667044757168528
metformin,geldanamycin,HT29,-22.9610154952969
dexamethasone,Sunitinib,NCI-H460,4.584421564331302
Vorinostat,geldanamycin,MDAMB436,4.49646859469848
geldanamycin,Sorafenib,SKMES1,-2.8859593337581737
Lapatinib,Erlotinib,SKMEL30,-3.31847606547329
metformin,Dasatinib,SW-620,9.04709717330502
Erlotinib,geldanamycin,HT29,0.7942566624333496
paclitaxel,geldanamycin,OCUBM,4.480465220149085
Sunitinib,Erlotinib,RKO,0.2475632146873464
Sunitinib,Erlotinib,CAOV3,6.71098989067457
dexamethasone,geldanamycin,NCI-H460,-21.0606958753072
Dasatinib,geldanamycin,SKMES1,6.86106163750481
Erlotinib,Dasatinib,A2058,8.658679095048068
geldanamycin,Sorafenib,HCT116,-2.20364176327536
paclitaxel,Lapatinib,OVCAR3,1.6198341998494314
paclitaxel,Vorinostat,A427,-5.25293160621848
metformin,Dasatinib,NCIH23,-7.920344649869953
Sunitinib,Dasatinib,A2058,18.1939100849816
dexamethasone,Sorafenib,NCI-H460,-12.7315114055493
Sunitinib,Erlotinib,NCIH1650,12.7359625054994
paclitaxel,Sunitinib,VCAP,-8.46093254820262
paclitaxel,Vorinostat,SW837,4.071661498679735
dexamethasone,Erlotinib,NCIH520,-2.308732762121495
vinblastine,geldanamycin,A375,3.010752586641185
Vorinostat,Sorafenib,CAOV3,6.92534745147092
metformin,Dasatinib,OV90,-2.54595208771381
Sunitinib,geldanamycin,OCUBM,6.80321923705408
geldanamycin,Sorafenib,LOVO,-10.288292260688207
Vorinostat,geldanamycin,LOVO,-6.055427015859325
Sunitinib,Lapatinib,NCIH520,7.028135642932115
Vorinostat,geldanamycin,NCIH2122,-1.0683487237199796
Sunitinib,Sorafenib,A2780,-1.059512617215007
Erlotinib,geldanamycin,T-47D,4.065326821312747
metformin,geldanamycin,SK-OV-3,-27.5445722402187
Sunitinib,Dasatinib,MDAMB436,9.94612085382829
vinblastine,Sunitinib,NCIH23,-5.97248436581227
Erlotinib,Dasatinib,LOVO,7.827394642815597
vinblastine,geldanamycin,NCI-H460,-4.763634360062484
vinblastine,Sorafenib,SK-OV-3,12.5056328567953
metformin,Erlotinib,HCT116,-89.5439156156453
dexamethasone,geldanamycin,RPMI7951,-34.3143130117107
Lapatinib,Dasatinib,OCUBM,17.709922444879297
Vorinostat,Sunitinib,NCI-H460,3.67041582610247
vinblastine,geldanamycin,HCT116,-6.13466459150186
dexamethasone,Lapatinib,SW837,-6.4648984000359935
Vorinostat,Lapatinib,OVCAR3,2.75380173901167
paclitaxel,Lapatinib,A427,-0.6715208179901364
metformin,Sorafenib,A2058,-46.587141393021525
Lapatinib,Sorafenib,MDAMB436,-8.393586343504198
vinblastine,Sunitinib,A2058,2.63157412115867
Lapatinib,Erlotinib,SW-620,-10.586292641023492
Vorinostat,geldanamycin,RKO,-3.0453156276270903
metformin,Lapatinib,SW837,-22.9219832537164
Erlotinib,geldanamycin,NCI-H460,4.49418879319923
Lapatinib,Erlotinib,A375,-9.231606713935047
vinblastine,Vorinostat,UWB1289,-0.0075038478591599
paclitaxel,Vorinostat,HT144,5.05355462238675
paclitaxel,geldanamycin,VCAP,-6.897600670415837
Dasatinib,Sorafenib,T-47D,5.893700156574014
Erlotinib,Sorafenib,SK-OV-3,3.557691046156
Lapatinib,Dasatinib,A2058,14.9823899147147
Sunitinib,geldanamycin,SKMEL30,0.7860328468455551
metformin,geldanamycin,T-47D,3.547124544521316
metformin,Erlotinib,UWB1289,-12.840088322870097
paclitaxel,Erlotinib,NCIH2122,-1.94666134980912
Dasatinib,geldanamycin,HCT116,-20.9676231329802
paclitaxel,Vorinostat,SKMES1,-1.7943154401891548
vinblastine,Vorinostat,A375,-5.14141487663266
Sunitinib,Dasatinib,LOVO,10.292368565007404
Sunitinib,geldanamycin,A2058,6.795393661635613
dexamethasone,Sunitinib,NCIH1650,-7.156550033865472
paclitaxel,Sorafenib,NCIH23,-2.6184282494780104
dexamethasone,Sunitinib,UWB1289,-8.80546181278599
Lapatinib,Sorafenib,HCT116,2.4866177573815964
metformin,Lapatinib,MDAMB436,-14.6311710829416
Dasatinib,geldanamycin,MDAMB436,0.5403453062071405
Sunitinib,geldanamycin,NCIH23,-2.683955047842884
dexamethasone,geldanamycin,RKO,-46.39510994896701
dexamethasone,Vorinostat,NCIH23,-27.3858072066324
geldanamycin,Sorafenib,PA1,-0.874105623616695
dexamethasone,Sorafenib,SW837,-13.4089268865456
Erlotinib,Dasatinib,SKMEL30,-12.281506448986304
metformin,Sunitinib,A375,-55.54568697318505
Vorinostat,geldanamycin,HT144,-3.77133000272187
vinblastine,Sunitinib,OV90,-82.13826531723697
paclitaxel,Sorafenib,OCUBM,2.806732553915905
Sunitinib,Erlotinib,LOVO,9.550892694239591
Erlotinib,Sorafenib,NCIH1650,14.3436638764016
dexamethasone,Sunitinib,OVCAR3,7.158235365631607
metformin,Dasatinib,T-47D,-4.534682244798708
metformin,Dasatinib,SKMEL30,-7.211196994815285
Vorinostat,Lapatinib,UWB1289,0.8617451361473882
Erlotinib,Sorafenib,VCAP,7.190050317883171
paclitaxel,Vorinostat,OVCAR3,3.1988276731025875
paclitaxel,Sorafenib,SW837,-5.800670766453999
Erlotinib,Sorafenib,MDAMB436,-4.144685584269085
paclitaxel,Sunitinib,SW-620,6.753311816554961
vinblastine,Erlotinib,OVCAR3,4.93167956005568
geldanamycin,Sorafenib,A2058,8.652061852316729
Sunitinib,geldanamycin,A427,5.87221574658101
Lapatinib,Dasatinib,RPMI7951,-3.724573545179619
dexamethasone,Sorafenib,RKO,-18.6292132467089
vinblastine,geldanamycin,LOVO,-9.742168339465294
Erlotinib,geldanamycin,VCAP,-2.88087637063392
dexamethasone,Sorafenib,UWB1289,-6.879472048396067
dexamethasone,Erlotinib,NCI-H460,-13.950148061363093
metformin,geldanamycin,A375,-49.062306315025
dexamethasone,Sunitinib,SKMEL30,-27.9020155354992
dexamethasone,Sunitinib,HCT116,-29.7403775200217
paclitaxel,Dasatinib,HCT116,-37.0930621901092
Lapatinib,Dasatinib,HCT116,-13.812973987503693
metformin,Lapatinib,OCUBM,-37.189874708633695
paclitaxel,geldanamycin,RPMI7951,0.369316059642221
paclitaxel,Erlotinib,NCIH1650,4.17561229224804
paclitaxel,Sunitinib,A427,4.187869588752649
metformin,Dasatinib,NCIH2122,-34.48768519828235
Vorinostat,Erlotinib,MDAMB436,4.25311060075082
vinblastine,geldanamycin,UACC62,-14.564555056626377
metformin,Sorafenib,RPMI7951,-10.162041561092582
dexamethasone,Erlotinib,HT144,-35.5448186771701
vinblastine,Sorafenib,A427,4.841793570156368
metformin,Erlotinib,SW-620,-29.9162730471743
metformin,Sorafenib,VCAP,-55.7541546140486
dexamethasone,Vorinostat,NCI-H460,-33.9587360563784
paclitaxel,Vorinostat,RKO,3.987299411465438
Sunitinib,Erlotinib,OV90,5.586124430090477
metformin,geldanamycin,NCIH23,-12.6203596574975
metformin,Sunitinib,SW-620,-43.929359067237
Lapatinib,Sorafenib,HT29,-3.0332808194811403
dexamethasone,Vorinostat,HT144,-45.30258920076982
Vorinostat,Sunitinib,A2780,-1.61504571199055
